,H1,H2,lnD1,lnD2,lnD3,lnD4,lnD5,lnD6,E1,E2,E3,SN
677,148,587,-1.174996696,-1.476700585,-1.823745615,-2.018233561,-2.361698357,-2.567201893,4887,268,90,7.284234362
678,62,401,-0.755277936,-1.448893431,-2.208548451,-2.407945609,-3.181098461,-3.203494723,7992,184,169,3.907742796
679,161,236,-1.251833401,-1.504132398,-1.830022241,-2.066959764,-2.448651869,-2.708000202,5935,359,108,6.044959255
680,88,362,-0.554690437,-1.035496654,-1.579054208,-2.024347479,-2.360744007,-2.499695467,4233,169,87,3.538733895
681,176,283,-1.243094856,-1.507648767,-1.81320785,-2.028596348,-2.376231633,-2.615653352,4350,392,100,6.139042867
682,102,460,-0.658610497,-1.31770157,-1.967613982,-2.479799712,-2.829370736,-2.909187672,1908,176,130,3.546954815
683,208,270,-1.576631961,-1.77620113,-2.021323588,-2.218519718,-2.491447998,-2.740625047,7250,422,117,8.404564366
684,208,577,-1.287463115,-1.456502256,-1.663735716,-1.825729989,-2.044615085,-2.240925713,6657,236,67,9.274547663
685,228,496,-2.039682512,-2.305088223,-2.586806494,-2.78595769,-3.071533987,-3.31869616,7180,482,199,11.14775432
686,179,373,-1.568583918,-1.873989567,-2.264037683,-2.526729145,-2.982026626,-3.261000751,5889,251,178,6.990869034
687,161,454,-1.073236982,-1.768902687,-2.291645153,-2.499817263,-3.033226478,-3.275710762,1043,320,172,4.819161862
688,174,325,-1.100153476,-1.275003465,-1.525970307,-1.733867991,-2.041375341,-2.275845796,7917,187,73,7.015654652
689,181,488,-1.347958655,-1.532569468,-1.761191468,-1.927510466,-2.160044406,-2.366590423,7690,331,77,9.138012973
690,195,363,-1.139809354,-1.456159041,-1.775256397,-1.98057406,-2.327390212,-2.554900022,2629,311,93,5.757161467
691,174,263,-1.421134284,-1.652763037,-1.958853555,-2.191401564,-2.555672521,-2.810913837,7211,324,121,7.032810842
692,109,512,-1.157566432,-1.630763699,-2.128127711,-2.337073023,-2.815245733,-2.952864373,4539,297,139,6.000668306
693,50,237,-0.610517054,-1.139684314,-1.602214067,-2.026469657,-2.355036953,-2.524729144,5513,429,91,3.273945431
694,250,302,-1.966898879,-2.17842245,-2.413963681,-2.606396547,-2.872630076,-3.116770602,8009,421,171,10.35215677
695,119,400,-1.23949636,-1.691244675,-2.084494285,-2.282684431,-2.67800608,-2.906806064,3112,483,129,5.742403188
696,240,237,-1.450171768,-1.74605979,-2.046548498,-2.269924311,-2.591334401,-2.874399988,3261,344,130,6.210747904
697,122,198,-0.839375988,-1.517451432,-2.162475385,-2.393275958,-3.078896515,-3.160606917,1396,240,166,2.560384262
698,233,452,-1.172603345,-1.563222489,-1.932263687,-2.161085531,-2.568114361,-2.812744272,1863,212,116,5.579937593
699,247,364,-2.030422832,-2.268860224,-2.52335646,-2.720679618,-2.997333555,-3.245476507,7429,461,191,10.58952159
700,227,358,-0.887703275,-1.240463913,-1.480648998,-1.632911269,-1.893725752,-2.080642262,1239,456,60,5.507459384
701,95,276,-1.286087101,-1.818247192,-2.381303678,-2.618118094,-3.202756443,-3.471190753,5522,398,200,4.647669373
702,218,307,-0.938587467,-1.15518264,-1.384016956,-1.555470696,-1.820591136,-2.022985597,2916,314,57,5.963115722
703,52,261,-0.685873697,-1.366374094,-1.924285653,-2.151840206,-2.749966544,-2.870157451,5069,321,126,3.143701397
704,40,352,-0.661260992,-1.2753614,-1.66294418,-1.88710365,-2.333663049,-2.510224458,1852,455,93,3.618106338
705,49,483,-0.358748521,-1.016470248,-1.411078978,-1.741199444,-1.996203943,-2.140806437,2766,247,64,3.802799649
706,138,403,-0.818506343,-1.036708485,-1.274395269,-1.426033609,-1.674136446,-1.830895386,4690,382,47,6.380874699
707,191,186,-1.547449515,-1.842126877,-2.21173941,-2.475510928,-2.919512248,-3.203740937,5336,288,171,5.963098067
708,128,226,-1.201509175,-1.655010758,-2.186937669,-2.446455463,-3.02310347,-3.176774649,3899,300,170,4.1978145
709,164,415,-1.456073256,-1.833019059,-2.234272453,-2.457836378,-2.87723838,-3.11903049,3897,372,156,6.636617273
710,97,290,-0.697617156,-0.994684799,-1.298576567,-1.496421776,-1.829087574,-2.017932605,4339,480,58,4.722299568
711,73,384,-0.290659835,-0.769272571,-1.169281565,-1.501884802,-1.77272184,-1.9362767,2789,221,52,3.41543225
712,250,452,-1.692873871,-1.870802677,-2.068857748,-2.228312849,-2.448883351,-2.652000735,7289,327,105,10.71273802
713,240,255,-1.141843433,-1.616815057,-2.001740034,-2.235300346,-2.669166083,-2.925646666,1320,314,130,4.426902652
714,41,419,-0.497711985,-1.298906388,-1.760493387,-1.966684448,-2.476343419,-2.610333828,2198,282,101,3.423576324
715,98,467,-0.496725499,-1.066532395,-1.530164732,-1.895321603,-2.172522209,-2.312938505,1551,209,75,3.717299221
716,143,371,-1.185281906,-1.512492706,-1.831332244,-2.020191982,-2.351460261,-2.568114361,3577,479,95,6.11492341
717,161,577,-1.188952838,-1.400068795,-1.679431284,-1.875423727,-2.18045596,-2.388469832,7439,217,77,8.057674833
718,188,483,-0.600823273,-0.880103461,-1.082433868,-1.204106147,-1.408212825,-1.537024232,1371,354,34,5.800222125
719,142,449,-1.572093959,-1.998636048,-2.459355869,-2.685897396,-3.083689552,-3.400397701,4828,410,200,7.032547937
720,58,190,0.257235751,-0.098451107,-0.494985084,-0.87165203,-1.11337066,-1.36951591,3919,263,30,2.413119938
721,65,572,-0.70984583,-1.116847545,-1.346420015,-1.464818223,-1.688048313,-1.838851077,3396,473,45,6.341296337
722,125,355,-1.358601376,-1.768140604,-2.242054593,-2.48254943,-2.97828536,-3.239333667,5437,347,168,5.812622781
723,146,362,-1.510996277,-1.815662893,-2.199757783,-2.439321617,-2.860851791,-3.116770602,7444,356,156,7.163928667
724,214,363,-1.651041462,-1.964542661,-2.340494666,-2.609246132,-3.010642886,-3.354981958,4774,219,198,6.981099102
725,150,472,-1.5711792,-1.942954521,-2.352510902,-2.571118347,-2.931818948,-3.223888367,5285,406,172,7.579904262
726,139,376,-1.375117061,-1.834896642,-2.354931573,-2.60193497,-3.149349762,-3.416717193,3944,308,194,5.535074742
727,135,545,-0.45265106,-0.937897486,-1.395254382,-1.755331113,-2.027836296,-2.166656576,1288,154,64,3.708416457
728,68,183,-0.122020752,-0.616890091,-1.185085629,-1.672484214,-1.863105106,-2.121347457,4342,170,62,2.319487741
729,185,516,-1.295357366,-1.693363147,-2.108582031,-2.336866027,-2.771948927,-3.013285433,2706,261,138,6.357278804
730,165,472,-1.621915434,-2.017932605,-2.430645763,-2.649592632,-3.013896244,-3.3079803,4282,423,187,7.559024977
731,139,321,-1.107209136,-1.336780649,-1.625923049,-1.826972225,-2.148577281,-2.374510833,7050,390,79,6.631283445
732,104,375,-0.979150663,-1.492143885,-2.087473713,-2.326775332,-2.939540994,-3.0580333,4258,217,150,4.347897643
733,188,586,-1.635371294,-1.91589514,-2.190686,-2.353667883,-2.596956154,-2.800988197,5122,499,115,9.884554824
734,45,455,-1.069471049,-1.926274202,-2.402184458,-2.603419952,-3.128578187,-3.372027004,2486,479,192,4.800270993
735,121,348,-0.889381067,-1.337389918,-1.73211415,-1.942187088,-2.352300685,-2.524354589,2079,365,94,4.435837449
736,54,315,-0.620454495,-1.126672315,-1.572864932,-1.792699911,-2.258472518,-2.42294645,8048,327,83,4.012821174
737,84,536,-1.039645511,-1.660678577,-2.084253099,-2.256751677,-2.662837858,-2.874577152,2483,408,123,5.773306149
738,236,310,-0.985747997,-1.181526615,-1.379914754,-1.530534315,-1.763055401,-1.947922172,3081,356,53,6.593989065
739,120,340,-1.309037068,-1.655743665,-2.102914898,-2.354510166,-2.837874189,-3.105993668,7879,298,148,6.08123587
740,98,272,-0.203659602,-0.625395079,-1.013765753,-1.367433353,-1.620246111,-1.793781512,1420,249,48,2.794653633
741,50,569,-0.753088286,-1.195905433,-1.434560663,-1.556845462,-1.790959789,-1.945750162,5549,491,50,6.438096821
742,97,225,-0.863579693,-1.376938266,-1.880656259,-2.125694926,-2.668733339,-2.826833737,2673,376,122,3.379252786
743,184,541,-1.241951622,-1.440961762,-1.714965109,-1.931435415,-2.258185506,-2.493987759,7066,160,88,7.676236092
744,112,594,-0.870505077,-1.311483779,-1.884006346,-2.141657429,-2.747154921,-2.877771476,4603,153,124,4.982125604
745,139,168,-0.537888543,-0.807839996,-1.1771037,-1.54801361,-1.874836777,-2.093215975,3629,210,60,3.643412421
746,137,490,-1.40584422,-1.668657272,-1.953760886,-2.119014317,-2.372256766,-2.587604048,7402,497,95,8.567754086
747,239,309,-0.817554609,-1.11984614,-1.395981127,-1.590125601,-1.903741861,-2.089572689,1581,237,62,4.72404417
748,191,244,-1.542667509,-1.840802665,-2.241678158,-2.532249861,-3.034473102,-3.349269289,5721,155,192,5.912374896
749,189,174,-1.398609887,-1.688914114,-2.045619993,-2.302085218,-2.72830393,-3.00598465,4559,330,142,5.521938301
750,242,245,-0.854020406,-1.062965261,-1.296380534,-1.487131788,-1.772839584,-1.970407781,2706,191,56,5.231769008
751,51,225,-0.727593708,-1.460285417,-2.045852039,-2.274872654,-2.913967972,-3.01695591,3889,356,145,2.78074041
752,237,476,-1.726140282,-2.04817546,-2.350725468,-2.548869337,-2.843526341,-3.094006843,3862,410,158,8.781772705
753,249,453,-1.307409246,-1.599339078,-1.827780507,-1.975009457,-2.195615872,-2.389014821,2422,442,79,7.763977622
754,216,399,-1.468459319,-1.902802768,-2.287203991,-2.507520425,-2.864879465,-3.158486525,2256,372,164,6.357946127
755,176,431,-1.688372901,-1.986169802,-2.347373276,-2.58243128,-2.93633193,-3.233735688,6622,352,177,8.223421932
756,84,166,-0.942249771,-1.541312083,-2.164563795,-2.403842925,-3.064439472,-3.166046211,3841,351,166,2.974665982
757,153,218,-1.352627504,-1.6563723,-2.053773795,-2.316785442,-2.777561064,-3.058672073,6018,312,145,5.598447516
758,116,193,-1.161552088,-1.632297207,-2.173840137,-2.431555474,-3.017364574,-3.166520595,4032,351,168,3.897739899
759,114,347,-1.115016098,-1.423414881,-1.767320547,-1.971843531,-2.331499103,-2.561485364,6321,432,93,6.0647005
760,234,380,-1.217463395,-1.419975247,-1.643925843,-1.817446576,-2.060423536,-2.281312958,4139,255,73,7.349885958
761,240,345,-1.73036338,-1.932401799,-2.178334131,-2.387163069,-2.672200548,-2.934449045,7379,220,143,9.097648646
762,106,318,-0.89196404,-1.185216476,-1.5518296,-1.776792042,-2.170592384,-2.360532053,7520,302,79,5.424407516
763,229,584,-2.032023747,-2.295907438,-2.581770035,-2.785471348,-3.075425042,-3.325070021,7281,420,198,11.68437723
764,60,482,-0.664695787,-1.148285843,-1.495930672,-1.659784287,-1.995762377,-2.143788081,5585,341,64,5.154902
765,142,204,-0.391118514,-0.58756269,-0.841299222,-1.042591188,-1.347496814,-1.552443401,3518,381,37,4.366764278
766,79,383,-0.935142312,-1.392795447,-1.76568245,-1.960130785,-2.341533843,-2.508748624,4235,451,93,5.042718213
767,73,211,-0.915341183,-1.546979679,-2.207820517,-2.43383338,-3.120162352,-3.201035907,5665,279,171,3.271095628
768,82,516,-1.295795738,-1.796309806,-2.209823613,-2.383252996,-2.767800206,-2.976125744,6384,493,136,6.946159063
769,58,451,-0.831903629,-1.525142721,-2.190239033,-2.385640668,-3.039893169,-3.111367617,8513,234,158,4.559490405
770,219,206,-1.147119993,-1.303461703,-1.51485527,-1.70232104,-1.973497196,-2.196514829,6373,188,70,7.006517676
771,133,540,-1.053830146,-1.474338999,-2.004482503,-2.264133907,-2.831914188,-2.980843661,3957,180,139,5.349859612
772,98,391,-1.150748043,-1.509728333,-1.899589699,-2.105210734,-2.496655397,-2.727844828,7713,400,107,6.209695147
773,144,598,-0.847114544,-1.114223512,-1.426658127,-1.608038892,-1.915487642,-2.067592025,4313,205,57,6.342251668
774,168,366,-1.238391731,-1.571804998,-1.957719607,-2.194179219,-2.615926912,-2.869452108,3753,270,122,5.755428117
775,99,474,-0.935218742,-1.505167991,-2.12703642,-2.348419629,-2.969285104,-3.068302966,3729,215,152,4.618997002
776,212,285,-1.229564154,-1.378365875,-1.573781235,-1.738749649,-1.966684448,-2.181873018,7282,290,68,8.210203745
777,246,468,-1.409931531,-1.593810657,-1.76451402,-1.892862395,-2.069887329,-2.231474466,4706,486,66,9.853187422
778,151,484,-1.390222064,-1.738692748,-2.219071493,-2.510593757,-3.077810385,-3.272276602,6041,189,186,6.430411711
779,198,179,-1.251798434,-1.447021488,-1.704023355,-1.919911073,-2.240643691,-2.486027277,6008,345,91,6.576657183
780,120,471,-1.054834666,-1.540378377,-2.038376377,-2.253223663,-2.742020721,-2.883118129,3139,270,130,5.246528013
781,245,442,-1.730194114,-2.014178283,-2.282194403,-2.467577668,-2.73706715,-2.971625198,4296,432,142,9.081045074
782,243,366,-1.167319487,-1.388256284,-1.618983325,-1.794804099,-2.063883203,-2.267411018,3352,253,72,6.839343097
783,179,418,-1.558554702,-1.889284099,-2.301985273,-2.566680856,-3.041985658,-3.321185444,5236,251,186,6.960520808
784,79,160,-0.254840638,-0.594533373,-0.999971299,-1.391387308,-1.68432311,-1.875749959,3564,455,51,2.935230455
785,60,366,-0.721999432,-1.356890911,-1.84934621,-2.060188085,-2.568505674,-2.708750446,4309,309,110,3.910693348
786,244,467,-1.94288473,-2.16919121,-2.421481248,-2.619901971,-2.8953441,-3.142146292,7516,342,171,10.86666705
787,56,446,-0.936416912,-1.529702944,-1.965898594,-2.154768718,-2.586806494,-2.731370006,7055,392,114,5.2550945
788,87,575,-0.781169978,-1.581920026,-2.268473563,-2.453873207,-3.140758046,-3.18616665,1932,221,172,4.456682757
789,66,288,-0.227176673,-0.56690227,-0.914716971,-1.226729791,-1.499821466,-1.688264693,6066,288,41,3.716765629
790,95,426,-1.075227848,-1.449319362,-1.857258451,-2.061287331,-2.462636481,-2.625410868,7598,341,102,6.09135031
791,246,562,-1.255617037,-1.508688009,-1.781235046,-1.987336493,-2.305489306,-2.530615566,3285,167,91,7.078616937
792,243,152,-1.698925079,-2.017030282,-2.347687067,-2.593338544,-2.95114139,-3.263611719,3926,401,188,6.235633756
793,246,576,-1.324898272,-1.436745905,-1.557889651,-1.682331238,-1.819110111,-1.947361201,8028,378,46,12.28943917
794,115,357,-0.883823542,-1.44045492,-2.130398051,-2.384012092,-3.132927513,-3.202018708,3088,157,168,3.564942975
795,142,416,-0.898180713,-1.511902937,-2.046780759,-2.264422632,-2.807428645,-2.934449045,1286,249,137,4.094668008
796,116,185,-1.327082501,-1.73256646,-2.258376838,-2.529987701,-3.11226609,-3.275446176,6990,328,186,4.707333255
797,78,186,-0.893624561,-1.402017322,-1.963544728,-2.213658884,-2.813910842,-2.952481232,5831,368,135,3.484128605
798,145,483,-1.005832581,-1.345229196,-1.72423167,-1.932056555,-2.314758894,-2.480516301,3560,244,88,5.76684158
799,131,355,-1.294627173,-1.672271222,-2.137664051,-2.388469832,-2.887595615,-3.155431652,5590,284,154,5.712440305
800,141,409,-1.20670988,-1.840550633,-2.298493475,-2.504089469,-2.974558038,-3.214137071,1369,444,169,5.103866124
801,202,478,-1.480341339,-1.868662112,-2.189524301,-2.36787056,-2.653988243,-2.892273565,2553,482,129,7.529757066
802,97,383,-1.081194857,-1.461794071,-1.913181618,-2.141402055,-2.601395523,-2.767959454,8044,296,116,5.696475725
803,94,530,-0.953992599,-1.402993011,-2.010960801,-2.274580897,-2.926952758,-3.046394188,7780,165,145,5.248554284
804,110,201,-0.609559993,-0.968795286,-1.4323383,-1.863298436,-2.212470204,-2.398875753,4193,211,79,3.452099922
805,96,279,-1.08975166,-1.715743319,-2.225624052,-2.457486054,-3.00598465,-3.149816289,2039,458,170,3.796300678
806,76,589,-1.332147143,-1.886971654,-2.380654748,-2.556187852,-3.001348012,-3.213639558,8383,428,165,7.45475832
807,74,180,-0.972940452,-1.561124052,-2.210370609,-2.445647476,-3.124930212,-3.215631095,6741,308,173,3.367656287
808,85,224,-0.858493633,-1.401367391,-2.015678321,-2.257038278,-2.899513416,-3.011048978,5071,246,142,3.406927178
809,220,406,-0.936034361,-1.345075645,-1.621662327,-1.78337472,-2.072585101,-2.265674739,1162,397,71,5.532340321
810,140,323,-1.153406441,-1.420016619,-1.814373244,-2.091514123,-2.565639596,-2.786768786,8127,152,118,5.734478888
811,163,508,-1.08473897,-1.614450454,-2.062309143,-2.262787623,-2.701869342,-2.927699863,1542,300,127,5.488071564
812,40,227,-0.36033879,-0.895434738,-1.34576681,-1.76931328,-2.110395717,-2.287499456,2969,421,72,2.614144803
813,133,302,-0.706718861,-1.009585444,-1.28334074,-1.46672381,-1.770604815,-1.953972563,2055,495,55,4.623210702
814,247,382,-1.77939621,-2.079361545,-2.376016371,-2.588136104,-2.895705959,-3.163204627,4379,378,172,8.453980843
815,129,322,-1.474470052,-1.834395608,-2.247339619,-2.480755279,-2.919697587,-3.174380585,6395,465,164,6.382788993
816,90,584,-1.251798434,-1.828278236,-2.426901928,-2.629285232,-3.19882813,-3.437342828,6004,314,193,6.576105099
817,115,339,-1.089870609,-1.504177402,-1.897520065,-2.110065711,-2.518504799,-2.693407924,3359,438,111,5.073125318
818,77,267,-0.590644745,-1.417661197,-2.256369669,-2.910288792,-3.303072984,-3.255280507,2696,151,178,2.356265203
819,174,233,-0.6482503,-0.87165203,-1.12605543,-1.320057283,-1.619437745,-1.816154626,2661,377,48,4.697160169
820,127,251,-1.334537174,-1.753539256,-2.220360153,-2.468875833,-2.972797302,-3.243937255,4468,433,169,4.961318921
821,148,190,-0.38820984,-0.747497775,-1.10358463,-1.454744523,-1.758692266,-1.965612981,1148,359,54,2.948095106
822,228,304,-1.910813312,-2.186047277,-2.483987073,-2.704556312,-3.020639909,-3.298460304,6091,463,198,8.746795645
823,123,448,-0.657471204,-0.854560839,-1.052024548,-1.17642249,-1.37654207,-1.509366359,4919,416,33,6.643379191
824,217,373,-1.15365999,-1.736589698,-2.148920245,-2.360426093,-2.797537368,-3.035721282,1081,364,144,5.00336074
825,145,529,-1.259626469,-1.837970961,-2.264711441,-2.446109103,-2.855796433,-3.069378814,1658,433,149,6.323636521
826,144,371,-1.441595677,-1.929436586,-2.393166471,-2.616884963,-3.093565634,-3.343305903,3011,444,190,5.744905628
827,188,349,-1.150021379,-1.767613347,-2.313140607,-2.554128119,-3.140989286,-3.269642942,1272,265,189,4.246852547
828,170,540,-1.011013584,-1.215337134,-1.482232738,-1.67418979,-1.969834057,-2.146179814,5794,185,63,7.056572069
829,239,565,-0.949537326,-1.125377297,-1.283088164,-1.410710012,-1.568104049,-1.709313498,3129,322,37,8.417652016
830,223,360,-1.539165859,-1.715409726,-1.916710635,-2.07345947,-2.294121015,-2.497748758,6979,448,91,9.553514341
831,93,542,-0.788029452,-1.672217981,-2.354826205,-2.539447316,-3.2452198,-3.281283285,1224,239,190,4.23405931
832,176,345,-1.298796436,-1.510905656,-1.782007178,-1.984567821,-2.297398566,-2.523481172,6670,316,92,7.424628221
833,194,170,-1.207947359,-1.717635783,-2.163084054,-2.416537973,-2.923225583,-3.199318326,1474,469,163,3.749156354
834,195,367,-1.740800231,-2.04422885,-2.393385457,-2.628453747,-2.978875156,-3.277034739,5701,381,187,7.925948829
835,220,370,-1.651458542,-1.844337799,-2.071711496,-2.250087524,-2.49847833,-2.724637005,7465,389,114,9.58783279
836,128,578,-1.14488662,-1.840361651,-2.274289224,-2.44472486,-2.862776046,-3.071318261,1158,436,149,6.249795968
837,76,228,-0.777551051,-1.447871937,-2.206093793,-2.415865779,-3.199563514,-3.222632874,5138,178,172,2.917018398
838,250,328,-1.75232724,-1.943163923,-2.178510778,-2.386401579,-2.668444947,-2.932381958,7808,167,146,9.164816
839,154,266,-1.036285587,-1.256459793,-1.576535193,-1.824241339,-2.21256159,-2.43554522,7214,173,86,5.758744193
840,164,263,-0.338329961,-0.640232202,-0.901008108,-1.087257005,-1.388015842,-1.576922321,1061,379,38,3.661343669
841,107,382,-1.328553894,-1.73250991,-2.172522209,-2.392291006,-2.837020582,-3.081725987,6711,415,148,6.213245257
842,116,600,-1.565038325,-1.939053708,-2.339560329,-2.52510384,-2.84524544,-3.098873032,8267,460,151,8.98428479
843,118,489,-1.070695611,-1.520283001,-2.04887354,-2.285039914,-2.821442888,-2.961524102,4320,224,138,5.378559968
844,162,214,-1.038514865,-1.243268187,-1.507603607,-1.716077023,-2.03309245,-2.239985951,5617,481,73,6.031479198
845,109,389,-0.919320316,-1.410136336,-1.997013988,-2.24243117,-2.852671431,-2.97632188,3989,192,138,4.243163487
846,155,223,-1.148948147,-1.393721877,-1.744685062,-2.006562896,-2.43201064,-2.657404616,6964,190,106,5.583035763
847,178,286,-0.685119489,-0.897616192,-1.157439152,-1.353440024,-1.655481851,-1.849600469,3276,239,49,5.008443918
848,230,587,-1.159126917,-1.560981137,-1.834583466,-1.980646532,-2.215032196,-2.409057338,1507,386,78,7.42754314
849,71,261,-0.66518188,-1.077046511,-1.45809116,-1.686751016,-2.108499669,-2.299489888,4064,477,75,3.830211005
850,215,164,-0.995604539,-1.284098849,-1.624450033,-1.878625402,-2.292436762,-2.514665072,2612,171,93,4.224933301
851,111,569,-0.61328295,-0.934429245,-1.270540049,-1.436661768,-1.74634643,-1.888358479,4009,212,48,5.450876242
852,105,592,-1.240429341,-1.789521974,-2.308603165,-2.499208434,-2.980055794,-3.202510471,3932,342,161,6.63409552
853,109,383,-1.473378468,-1.862654148,-2.286711744,-2.503844851,-2.933133132,-3.174858939,7757,491,164,6.824901955
854,60,196,-0.756576983,-1.376859014,-1.954113706,-2.193372008,-2.814411217,-2.934825339,4750,380,133,2.947208056
855,230,410,-1.683515116,-1.875097601,-2.126197776,-2.348105608,-2.64846141,-2.927699863,8261,154,144,9.017489206
856,247,446,-1.753423763,-2.0089458,-2.256369669,-2.433035522,-2.686337634,-2.909554577,4936,438,134,9.639728943
857,76,425,-0.643576369,-1.33434728,-1.82560585,-2.0266973,-2.529611172,-2.662264546,1751,271,106,3.763314072
858,89,171,-0.395237588,-0.793520155,-1.276364302,-1.716077023,-2.007381379,-2.165958495,3825,268,68,2.913416507
859,155,539,-1.248273063,-1.632808899,-2.072108494,-2.303185273,-2.75608565,-2.999138067,3680,249,134,6.409300165
860,238,252,-1.730589114,-1.965184716,-2.250182414,-2.488192041,-2.817753466,-3.116770602,6383,192,169,7.784136174
861,118,491,-1.137654618,-1.452690607,-1.755504689,-1.914198326,-2.203011288,-2.388469832,5180,445,78,7.113777833
862,45,243,-0.489586121,-1.512447327,-2.313747158,-2.968117107,-3.340761013,-3.281017221,4927,175,184,2.200116751
863,125,207,-0.622986991,-0.930770053,-1.341435725,-1.737157654,-2.072187913,-2.276137923,4127,200,71,3.732917852
864,243,282,-1.859310523,-2.113701778,-2.41128451,-2.65341998,-2.99233804,-3.296837366,6378,229,200,8.282392007
865,138,418,-0.917541514,-1.221118963,-1.511902937,-1.67980673,-1.973425241,-2.134954252,3124,383,64,5.837580871
866,100,259,-1.019902777,-1.403562603,-1.841748352,-2.083449563,-2.55387095,-2.736295367,5835,389,113,4.690876828
867,160,420,-1.658155579,-1.948343106,-2.314961364,-2.551559404,-2.908637567,-3.208183195,7934,356,172,8.213939747
868,48,396,-0.481007955,-0.997338111,-1.382740683,-1.574939872,-1.968830832,-2.129220194,7317,299,63,4.189673522
869,54,565,-0.806674286,-1.220034438,-1.465943813,-1.588900261,-1.822569254,-1.975730385,7320,493,51,6.752457356
870,52,454,-0.184475876,-1.07928036,-1.683353595,-2.182404933,-2.239328643,-2.520616732,1909,156,95,2.615220757
871,130,282,-0.48702772,-0.703035913,-0.958363508,-1.140591202,-1.428367138,-1.614450454,3798,351,39,4.778915526
872,179,345,-1.422709414,-1.841748352,-2.249233917,-2.477772161,-2.913046907,-3.162731814,2754,399,163,5.815524669
873,99,358,-1.089454351,-1.5452432,-2.156236197,-2.423059246,-3.085875823,-3.206206422,7552,192,170,4.812533328
874,48,487,-1.115473646,-1.938428209,-2.403732275,-2.595614772,-3.092463463,-3.326739471,3284,486,186,5.299316552
875,123,303,-1.229906186,-1.637271703,-2.066248948,-2.297597551,-2.750592424,-3.006793221,4101,426,138,5.163525334
876,87,285,-0.568295851,-0.982751099,-1.337466102,-1.556892902,-1.951787386,-2.142764802,2013,428,65,3.632350345
877,72,589,-0.506684211,-1.034117518,-1.586405213,-1.996130335,-2.289175406,-2.403179208,5780,159,79,4.389760799
878,73,346,-0.999210491,-1.40874449,-1.788863666,-1.992750216,-2.383795148,-2.557477343,7866,483,97,5.379977147
879,119,588,-0.584292776,-0.975457043,-1.344154835,-1.510588548,-1.844780571,-1.982169651,2363,205,53,4.977265509
880,93,150,-0.830732494,-1.454616029,-2.03515675,-2.284155958,-2.921924346,-3.040520456,1568,463,148,2.439186078
881,184,498,-1.466160418,-1.879345557,-2.330367474,-2.578470356,-3.066154738,-3.327017983,3221,277,184,6.67883708
882,222,297,-1.302504835,-1.650364079,-2.042376998,-2.310818898,-2.780620894,-3.068733166,2784,170,147,5.081261661
883,50,207,-0.680112502,-1.370775405,-1.923258642,-2.167093124,-2.786444269,-2.909921617,2078,438,131,2.489153799
884,160,402,-0.794382882,-1.062820525,-1.406333816,-1.636398094,-2.019438289,-2.214207982,3680,157,68,4.867170984
885,240,575,-1.192703212,-1.320843756,-1.477751972,-1.615003371,-1.796129002,-1.966327165,6924,180,51,9.652179373
886,70,235,-0.565510628,-0.987974721,-1.413583341,-1.803447509,-2.120513567,-2.306492718,4799,391,74,3.527452325
887,215,237,-1.074436883,-1.502199162,-1.927922894,-2.185246601,-2.671477221,-2.861026571,1663,214,128,3.978621225
888,224,342,-0.956618057,-1.077340153,-1.241363194,-1.383538163,-1.58196867,-1.773310699,6782,155,45,7.772258728
889,231,473,-1.943024317,-2.206457066,-2.494593415,-2.705453575,-3.005782609,-3.267540997,6637,386,190,10.27484856
890,154,252,-0.878272665,-1.144478233,-1.443626908,-1.654592194,-1.995247463,-2.194089497,3251,418,69,4.947688546
891,67,499,-1.044891443,-1.632860082,-2.087231807,-2.267893853,-2.700082031,-2.919697587,5916,389,126,5.798029977
892,178,226,-0.570080351,-0.686072267,-0.845669187,-0.977448308,-1.178272569,-1.342468882,5957,463,30,6.666765285
893,134,299,-0.759778557,-0.971724164,-1.277009556,-1.505393262,-1.862782972,-2.071790883,7252,188,60,5.44396023
894,185,509,-1.321630848,-1.594007575,-1.938011426,-2.177098473,-2.570987551,-2.82413468,4951,197,118,7.00429923
895,241,215,-1.497807096,-1.729799269,-1.993190454,-2.208184418,-2.506171145,-2.776757399,4738,287,121,6.986209046
896,98,527,-0.508179129,-1.154230712,-1.648126767,-1.832831495,-2.305489306,-2.429736879,1262,204,84,3.858172563
897,60,153,-0.366566562,-0.74345149,-1.196765506,-1.621915434,-1.91922927,-2.093378207,7646,489,63,3.212092628
898,135,188,-1.318710482,-1.617923816,-2.032100045,-2.303685698,-2.786931084,-2.996132354,7931,313,145,5.539299806
899,53,463,-0.434157836,-1.123222655,-1.617772549,-2.012306395,-2.299589584,-2.425544,4054,217,83,3.713884896
900,53,534,-1.142094067,-1.807523064,-2.232965751,-2.404064262,-2.817586088,-3.028875492,6897,479,142,6.320542319
901,234,453,-1.587334014,-1.902869817,-2.183824757,-2.364354119,-2.634567424,-2.866284206,3326,442,127,8.273839801
902,131,442,-1.145358044,-1.538932852,-2.05627204,-2.32626322,-2.895705959,-3.0580333,5052,189,150,5.344247146
903,144,566,-1.201110239,-1.596422975,-1.925588049,-2.081924622,-2.385858012,-2.567723201,2707,424,92,7.172535302
904,125,188,-0.916465747,-1.48850429,-1.988431503,-2.240549702,-2.799014836,-2.956127019,1260,465,139,2.980991502
