,H1,H2,lnD1,lnD2,lnD3,lnD4,lnD5,lnD6,E1,E2,E3,SN
4137,101,209,-1.250226189,-1.681686077,-2.171907769,-2.425544,-2.957281087,-3.127664945,5973,499,164,4.568874309
4138,174,400,-1.234466377,-1.502873122,-1.794022027,-1.982314831,-2.293129934,-2.504334147,4159,370,89,6.85145466
4139,215,319,-1.785876806,-2.020644471,-2.286711744,-2.48795128,-2.771948927,-3.025573116,6861,485,153,9.011986807
4140,168,428,-1.673549858,-1.943932107,-2.253033314,-2.451201117,-2.746219467,-2.998135158,7177,493,144,8.818473369
4141,45,598,-1.073763591,-1.796912724,-2.181873018,-2.339456568,-2.720072176,-2.917845735,5207,488,129,6.519290732
4142,226,311,-1.474164288,-1.662733209,-1.880459544,-2.053929753,-2.296106127,-2.519373879,6071,389,94,8.513481908
4143,122,393,-1.055294212,-1.557225041,-1.9599178,-2.160825148,-2.571118347,-2.803955558,1956,419,116,4.973061721
4144,146,282,-0.771389843,-0.947471849,-1.209387437,-1.422128814,-1.739660499,-1.94869402,7936,188,54,5.945948504
4145,194,361,-1.219661904,-1.646361267,-1.970192596,-2.160131125,-2.503722564,-2.722656353,1668,497,111,5.7089468
4146,91,404,-0.623080219,-1.269044801,-1.852019158,-2.061130222,-2.643386688,-2.752786095,2063,203,113,3.437055952
4147,110,184,-1.015834862,-1.654435278,-2.231847078,-2.4744416,-3.101315036,-3.219626106,1671,413,178,2.903962313
4148,162,578,-1.110452103,-1.345267588,-1.577019126,-1.717023123,-1.919570114,-2.092648369,4388,390,56,8.243047499
4149,129,487,-1.079074402,-1.376225225,-1.770781063,-2.007306944,-2.42939626,-2.610878119,6872,203,99,6.281076139
4150,81,213,-0.202275316,-0.4783423,-0.840742726,-1.187279581,-1.460199277,-1.655953166,7178,263,41,3.742745661
4151,127,220,-1.370499755,-1.788444968,-2.306793938,-2.572951288,-3.142377854,-3.427130764,5576,330,193,4.832703471
4152,193,160,-1.671951818,-1.958711741,-2.305689908,-2.559285428,-2.929944533,-3.251399017,5786,492,183,6.430801603
4153,193,465,-1.91705062,-2.197414595,-2.512565658,-2.720679618,-3.02742936,-3.288225903,7360,495,191,9.979568551
4154,114,436,-1.128061697,-1.558507184,-2.019136971,-2.235206858,-2.69163566,-2.84627832,4488,306,126,5.621482696
4155,174,377,-1.277081276,-1.67360317,-2.063017163,-2.28229239,-2.692078432,-2.932569699,2630,352,131,5.716787918
4156,65,409,-0.988995842,-1.552018422,-1.951153873,-2.146521957,-2.558380977,-2.71688915,4191,468,114,5.025793
4157,116,196,-0.803788281,-1.198454724,-1.634550613,-1.888028108,-2.374188512,-2.564079736,2832,396,95,3.567688882
4158,121,205,-1.030916258,-1.59647233,-2.186759527,-2.432466014,-3.061444817,-3.180857758,2357,293,170,3.253339328
4159,141,175,-0.47955308,-0.831857676,-1.248760987,-1.646101897,-1.983767792,-2.183824757,1955,237,65,2.96853773
4160,110,152,-0.638393879,-0.90690987,-1.289276549,-1.671685726,-2.00715809,-2.226087122,6601,327,68,4.183745397
4161,82,545,-0.744945866,-1.13454003,-1.54019174,-1.719755137,-2.090947482,-2.233805578,7419,239,68,5.737779284
4162,111,187,-0.459150736,-0.682187458,-1.024962279,-1.378048452,-1.697995939,-1.924285653,8238,169,51,4.374813195
4163,178,556,-1.550791717,-1.835209915,-2.13343321,-2.311121424,-2.57873393,-2.802635644,5233,426,116,9.049336535
4164,65,191,-0.933360597,-1.654382978,-2.249992643,-2.485186689,-3.139833618,-3.239844131,2350,469,181,2.687154993
4165,100,547,-0.938817566,-1.313527288,-1.813698377,-2.061287331,-2.579788921,-2.733983583,8152,174,109,5.717657175
4166,57,591,-1.036567499,-1.914198326,-2.373758912,-2.549893271,-3.029702793,-3.250624523,1487,443,174,5.782589269
4167,177,265,-1.059468502,-1.235016375,-1.469719449,-1.659468846,-1.942535848,-2.162649253,6517,333,66,6.866108262
4168,224,562,-1.280673879,-1.45153713,-1.645738892,-1.797093671,-2.001296017,-2.185157676,5649,261,63,9.295802142
4169,106,469,-0.615075645,-0.845343105,-1.041598885,-1.159477564,-1.354485665,-1.481660542,4138,457,32,6.369177032
4170,166,283,-1.212542755,-1.445916985,-1.731153671,-1.938845165,-2.26596391,-2.499208434,5514,409,90,6.51409113
4171,212,288,-0.701058392,-0.797264025,-0.932013692,-1.047710071,-1.214528318,-1.378802495,7176,238,30,7.934734781
4172,42,471,-0.179449685,-0.916440743,-1.383338733,-1.768492262,-1.890276786,-2.139871183,3924,184,65,3.181598475
4173,114,434,-1.186165631,-1.757416015,-2.335521593,-2.556187852,-3.134764482,-3.388774862,3177,299,185,5.099050116
4174,104,582,-1.129514893,-1.540985187,-1.916982614,-2.080001699,-2.417434935,-2.607074284,4836,376,94,7.049322114
4175,52,572,-0.714983875,-1.348035649,-1.704463133,-1.85898961,-2.207002223,-2.341221977,3528,354,78,5.413046941
4176,104,357,-0.91424283,-1.265387321,-1.721431489,-1.968759212,-2.453407983,-2.629007994,7278,211,100,5.034076089
4177,200,538,-1.170280163,-1.370224181,-1.587627498,-1.739774414,-1.952280396,-2.139021709,4636,306,60,8.338411798
4178,240,453,-1.904950564,-2.120263536,-2.3699008,-2.571118347,-2.848692531,-3.09931659,7941,306,165,10.6634366
4179,188,354,-1.590959691,-1.920798112,-2.26125123,-2.476462403,-2.804616169,-3.08281638,4184,470,156,7.159621176
4180,154,420,-1.428283703,-1.716243917,-2.117101873,-2.386836645,-2.856840275,-3.141451928,7617,207,156,6.944881217
4181,109,178,-0.923390878,-1.362538773,-1.879214581,-2.14029619,-2.705004843,-2.867514976,3852,329,125,3.527499771
4182,173,158,-0.753789303,-0.945024624,-1.20657619,-1.425950369,-1.752211886,-1.970981833,4466,354,56,5.045560582
4183,83,412,-0.996985736,-1.644184649,-2.365524893,-2.579788921,-3.317867774,-3.364769025,5259,223,200,4.388667213
4184,166,269,-0.924776636,-1.102168605,-1.340823987,-1.530811592,-1.815785804,-2.011184941,6207,321,58,6.420156755
4185,170,335,-1.439821728,-1.711249179,-2.085379134,-2.354510166,-2.805607905,-3.093565634,6894,195,152,6.589266127
4186,112,567,-0.966374232,-1.205674251,-1.454273461,-1.593318531,-1.82417936,-1.978619308,7644,382,50,7.956764291
4187,106,160,-0.949847515,-1.537582475,-2.221650475,-2.461229186,-3.184957607,-3.255799179,3312,205,179,2.828331768
4188,106,227,-0.990421781,-1.619185264,-2.21100915,-2.446109103,-3.073477622,-3.18616665,2110,329,172,3.187992987
4189,59,168,-0.079996042,-0.536160526,-1.045147354,-1.50134613,-1.720034334,-1.980066906,4815,263,54,2.447504351
4190,74,259,-0.798263282,-1.434896543,-2.135377174,-2.354510166,-3.074775481,-3.134994341,5628,204,159,3.26562068
4191,180,231,-1.320057283,-1.646361267,-2.058228145,-2.330675973,-2.816415226,-3.025985317,4162,210,150,5.088007998
4192,71,337,-0.173663149,-0.516374323,-0.842598918,-1.125531378,-1.374998401,-1.552632339,4463,255,36,3.698597209
4193,203,551,-1.399541721,-1.626024716,-1.853996641,-2.005225004,-2.220175957,-2.406724133,4737,408,78,9.231937377
4194,149,215,-0.788689387,-0.977501463,-1.24451706,-1.460027019,-1.784208053,-1.996424799,6376,309,57,5.598577412
4195,120,366,-1.073353982,-1.388015842,-1.746862588,-1.956233249,-2.329545275,-2.508625736,5689,356,92,5.892821293
4196,147,402,-1.473160294,-1.736987233,-2.058541478,-2.264904026,-2.572558232,-2.835145209,7934,418,122,7.946098573
4197,43,419,-0.565158621,-1.277691109,-1.804297746,-2.002258303,-2.535652726,-2.654699026,8342,247,103,3.963886714
4198,199,421,-1.262803203,-1.517588259,-1.838033801,-2.076326399,-2.4559694,-2.713414564,4539,175,108,6.428694871
4199,231,558,-1.694015889,-1.882888403,-2.082726933,-2.23305903,-2.437946731,-2.620726373,7088,429,97,11.4673463
4200,190,374,-1.540658397,-1.802234138,-2.092567309,-2.291249583,-2.580977119,-2.83310335,5358,437,124,7.898691638
4201,68,241,-0.486637203,-1.363437579,-2.159610924,-2.78774297,-3.166757871,-3.047446709,2531,157,160,2.101324681
4202,176,593,-1.630661549,-1.946030156,-2.263652883,-2.441387496,-2.716435258,-2.942381098,4996,462,132,9.405073921
4203,145,205,-1.582114617,-1.930814661,-2.360532053,-2.622377219,-3.108453144,-3.389071202,6429,490,198,5.839848789
4204,50,344,-0.489586121,-1.344231537,-2.15606344,-2.786931084,-2.746531188,-3.043033547,6762,157,158,2.874547456
4205,249,506,-1.931849465,-2.169803982,-2.447264104,-2.677715001,-2.996332454,-3.285015627,7194,228,200,10.24807148
4206,54,371,-0.563382875,-1.474426366,-2.284941658,-2.925087434,-3.304433713,-3.262566513,4725,175,180,2.983585485
4207,195,332,-1.719755137,-1.955596915,-2.231847078,-2.434517764,-2.723113079,-2.97848192,7265,496,145,8.782010661
4208,242,502,-2.032023747,-2.303185273,-2.577943416,-2.773549183,-3.053573273,-3.296567133,6456,469,195,11.12357058
4209,40,181,0.064832228,-0.892500966,-1.56566029,-2.154337517,-2.177451362,-2.520492378,1375,152,90,1.186791493
4210,213,406,-1.493612347,-1.780285547,-2.106196279,-2.336762545,-2.672490026,-2.961330847,4290,257,138,7.179483142
4211,186,361,-1.640515868,-1.862074643,-2.139616265,-2.346536981,-2.638477498,-2.896792326,8195,392,133,8.823260765
4212,199,411,-1.645220543,-1.85629799,-2.124857405,-2.3330443,-2.622514913,-2.880263024,8167,301,131,9.166849887
4213,236,534,-1.810391981,-2.130229701,-2.438977718,-2.641420119,-2.941244088,-3.194671136,4335,402,173,9.537642368
4214,229,233,-1.791019743,-2.011558619,-2.294319349,-2.53615784,-2.868747262,-3.172708144,7834,175,180,8.150692846
4215,232,428,-1.777974914,-1.975514052,-2.21210474,-2.404396359,-2.668733339,-2.909187672,8054,294,137,10.22504055
4216,249,359,-1.943792393,-2.185958281,-2.452245868,-2.663698444,-2.958629186,-3.223637142,6830,341,187,9.785261995
4217,198,536,-1.612342126,-1.852720398,-2.100297524,-2.26144315,-2.494472255,-2.695331429,5755,478,105,9.904689092
4218,134,569,-1.553908603,-1.972130929,-2.398325365,-2.594275187,-2.940486799,-3.213888283,5100,440,169,8.120715538
4219,200,380,-1.456974369,-1.808620826,-2.158138489,-2.374510833,-2.708450281,-2.988955289,3158,375,141,6.631759039
4220,245,563,-2.067196815,-2.30058709,-2.557477343,-2.756243044,-3.032396258,-3.277299745,8174,371,193,12.19115242
4221,230,459,-1.274645658,-1.697886686,-1.984058637,-2.144129407,-2.403842925,-2.623341473,1577,479,100,6.887659993
4222,221,351,-1.741313534,-1.954960985,-2.212927221,-2.418781887,-2.703958583,-2.960944448,7518,325,144,9.222587896
4223,53,161,-0.474429409,-1.340021649,-2.003295648,-2.57768005,-2.951524019,-2.997133254,1396,287,141,1.689161929
4224,62,221,-0.600367472,-1.400190466,-2.15701397,-2.754198857,-3.131781118,-3.140989286,4266,186,160,2.434052106
4225,213,503,-1.59671914,-1.832706472,-2.110313205,-2.315771655,-2.605042451,-2.858059468,6014,277,126,8.968461109
4226,228,342,-1.783017789,-2.011932437,-2.263845265,-2.455852829,-2.726163257,-2.96889562,6529,456,145,9.313816314
4227,173,593,-1.570409525,-1.948272938,-2.361804453,-2.586009575,-2.952098237,-3.2452198,4275,334,173,8.156673074
4228,222,412,-1.526338343,-1.714520689,-1.948483457,-2.13970123,-2.401963537,-2.641139496,7082,239,105,8.931155804
4229,245,281,-1.528226657,-1.775728652,-2.040682474,-2.248191609,-2.539320598,-2.800988197,4340,308,123,7.329877444
4230,47,166,-0.604623614,-1.339410775,-1.949958332,-2.4903615,-2.868042912,-2.95882192,1521,446,136,1.995040967
4231,242,436,-1.601618563,-1.74605979,-1.905219363,-2.034315224,-2.211922058,-2.378386806,8303,469,78,11.59738999
4232,208,542,-1.237839874,-1.580218974,-1.837719642,-1.981226494,-2.206729607,-2.397445374,2103,450,78,7.687305081
4233,167,382,-1.488903111,-1.742797891,-2.064828829,-2.287992091,-2.612649116,-2.891912945,7217,329,129,7.727791334
4234,204,373,-1.405028759,-1.596324273,-1.808376775,-1.96382975,-2.186225292,-2.388687792,5914,486,81,8.704262685
4235,170,313,-1.472898548,-1.847124199,-2.224513558,-2.449809813,-2.806931751,-3.10554714,3486,482,157,6.075615738
4236,72,372,-0.547852745,-1.219526471,-1.922506171,-2.471595636,-2.840096982,-2.819596476,4173,159,126,3.131924588
4237,232,350,-1.736873636,-1.945540217,-2.213384448,-2.446109103,-2.763510058,-3.055906997,7762,165,162,8.668158947
4238,220,536,-1.433008681,-1.706664928,-1.937733668,-2.081764237,-2.294021862,-2.477057535,3316,488,84,8.950801044
4239,43,391,-0.234166582,-1.06760793,-1.593220134,-2.050504292,-2.15917763,-2.431441715,2468,194,87,2.685432275
4240,248,243,-1.516038648,-1.755099725,-1.998045903,-2.188988586,-2.457602815,-2.702167538,4183,458,113,7.419273783
4241,250,325,-1.423830095,-1.573684743,-1.7392619,-1.87301291,-2.063804441,-2.245165602,6470,431,71,9.658084524
4242,227,316,-1.857706983,-2.071473372,-2.335314918,-2.553485321,-2.853712014,-3.126296644,8404,289,171,9.450366662
4243,76,333,-0.650547567,-1.421548551,-2.259525604,-2.917105953,-3.320631734,-3.279156756,3569,154,181,2.861670472
4244,151,420,-1.514991742,-1.842126877,-2.224606052,-2.448883351,-2.80164685,-3.093565634,6022,380,153,7.349251022
4245,151,502,-1.519003235,-1.794382907,-2.099970833,-2.279845606,-2.554128119,-2.78482326,6938,463,115,8.77498191
4246,212,337,-1.460199277,-1.809903073,-2.162736198,-2.391088492,-2.738921865,-3.033226478,3065,341,147,6.302925742
4247,186,573,-1.543369312,-1.768257809,-2.005596461,-2.159697605,-2.379034265,-2.567462513,6335,467,91,10.15023962
4248,234,328,-1.718471833,-1.901529693,-2.112626109,-2.282782466,-2.519622326,-2.738767174,7781,437,117,10.00167573
4249,198,319,-1.567384676,-1.770017547,-2.016654554,-2.207093112,-2.473492045,-2.714470769,7424,440,113,8.663574512
4250,239,418,-1.61989237,-2.046548498,-2.384988919,-2.584417641,-2.901149631,-3.165098119,2371,477,169,7.39635114
4251,53,499,-1.209286899,-1.948202775,-2.443342531,-2.62776137,-3.121068765,-3.349554149,6949,472,188,5.980960991
4252,199,374,-1.494770837,-1.707216135,-1.974937393,-2.18213894,-2.471003745,-2.728763243,6883,283,113,8.207120561
4253,224,339,-1.667914842,-1.929298883,-2.204188771,-2.403953587,-2.690455893,-2.943329595,4975,441,140,8.212047018
4254,218,526,-1.930401039,-2.229892408,-2.535400264,-2.734445512,-3.028462098,-3.277034739,5747,482,188,10.34250698
4255,233,236,-1.80478392,-2.03278699,-2.308905022,-2.537548221,-2.853365032,-3.139602644,7161,268,173,8.346615485
4256,177,494,-1.581774108,-2.026317923,-2.469702816,-2.695479544,-3.084126424,-3.393824627,3231,382,200,7.206290133
4257,247,590,-1.657211094,-1.905084955,-2.199487135,-2.446455463,-2.790345444,-3.102872149,5346,157,167,8.582573025
4258,152,541,-1.595337788,-1.975946765,-2.429850444,-2.672200548,-3.078244695,-3.402498227,5684,327,198,7.865366978
4259,249,518,-1.744742304,-1.94288473,-2.144983232,-2.298294312,-2.510347542,-2.701124241,6514,418,107,11.24075324
4260,149,228,-1.606791417,-1.939679599,-2.350620542,-2.60775248,-3.011455234,-3.348699813,6721,477,193,6.240867321
4261,142,586,-1.524637311,-1.898120485,-2.305790224,-2.508871527,-2.849901825,-3.121068765,5530,385,154,8.291586522
4262,69,155,-0.531385538,-1.42882615,-2.168141616,-2.774510568,-3.148184397,-3.149349762,1769,202,163,1.710095772
4263,241,282,-1.919365594,-2.130650629,-2.374725771,-2.575444237,-2.85232481,-3.10554714,8082,394,169,9.863037346
4264,143,581,-1.42499361,-1.933438248,-2.434403668,-2.644793751,-3.130636036,-3.362457553,3120,357,189,7.063238558
4265,178,299,-1.670143788,-1.939888317,-2.30779866,-2.577548393,-2.973775106,-3.315937538,8057,235,191,7.35778235
4266,173,416,-1.607340114,-1.919842872,-2.263845265,-2.475629813,-2.799507812,-3.07174976,5331,437,153,7.829036846
4267,179,408,-1.495841406,-1.779040697,-2.078082466,-2.268376922,-2.553613848,-2.798522104,4824,465,119,7.764219879
4268,248,420,-1.503907411,-2.017481342,-2.404064262,-2.617295838,-2.973970782,-3.264134731,1708,399,182,6.568576665
4269,217,323,-1.369240607,-1.727939957,-2.038913991,-2.239422518,-2.544784051,-2.807262986,2364,469,121,6.178777125
4270,41,594,-0.2895772,-1.150179305,-1.759272918,-2.228127182,-2.273414716,-2.541858026,5877,164,96,3.701783619
4271,204,587,-1.686588972,-2.016504302,-2.380871011,-2.611422708,-2.961717395,-3.251399017,4626,312,178,8.819070569
4272,222,456,-1.738294535,-1.963972292,-2.209459115,-2.388142981,-2.640999214,-2.864704011,6492,424,128,9.988238168
4273,48,588,-0.323958857,-1.333398352,-1.981661687,-2.518256629,-2.843354593,-2.808423175,2055,174,127,3.429546173
4274,187,341,-1.780107616,-2.034621151,-2.34351126,-2.565119372,-2.884369806,-3.162259224,7820,444,171,8.711917374
4275,175,487,-1.548860351,-1.870672815,-2.233992302,-2.452826756,-2.790508324,-3.070024878,4994,347,150,7.849238512
4276,238,424,-1.585867881,-1.73556819,-1.913249367,-2.059246834,-2.261347185,-2.450737134,8510,335,86,10.86637141
4277,202,513,-1.420844399,-1.925862454,-2.399426444,-2.637079287,-3.139140857,-3.392634151,2039,297,195,6.389582367
4278,46,548,-1.157630077,-1.956233249,-2.428942282,-2.604907142,-3.081508051,-3.301714103,6313,472,181,6.145491672
4279,212,199,-1.513536998,-1.947501414,-2.351775337,-2.600991129,-3.000744815,-3.33344528,2393,479,192,5.038909077
4280,237,535,-1.867690641,-2.169628866,-2.489637824,-2.715830388,-3.044922518,-3.326739471,5155,326,198,9.643536696
4281,159,522,-1.717970119,-2.040066994,-2.441732224,-2.683260032,-3.06101774,-3.370280279,7552,346,197,8.767497772
4282,73,200,-0.346767047,-0.985105048,-1.584891652,-2.093134869,-2.237171954,-2.504211801,2143,214,92,2.162035642
4283,190,415,-1.451323669,-1.679055979,-1.942117351,-2.127204234,-2.392509801,-2.625825261,5925,381,101,8.294864746
4284,239,298,-1.666325775,-1.839606079,-2.051048467,-2.230822727,-2.477295687,-2.707850221,8081,296,115,9.567614542
4285,248,357,-1.695758619,-2.040836403,-2.389887421,-2.634846209,-2.999539512,-3.312088207,3558,277,194,7.17954473
4286,126,486,-1.235876353,-1.896653427,-2.347164136,-2.536410493,-2.984990177,-3.211155702,1453,467,170,5.760706837
4287,218,418,-1.675364063,-1.899990768,-2.173400635,-2.387816237,-2.686337634,-2.952481232,6860,267,141,8.930946466
4288,226,415,-1.826537267,-2.051748557,-2.298593072,-2.48242972,-2.74186555,-2.973188309,7018,452,144,10.15626166
4289,242,303,-1.649166755,-1.980139341,-2.30058709,-2.524604277,-2.855101144,-3.140526858,3462,380,167,7.036364388
4290,213,186,-1.593416936,-1.844654045,-2.158051942,-2.405504147,-2.754984588,-3.065511168,5842,257,156,6.700018785
4291,171,456,-1.783196239,-2.133348776,-2.508748624,-2.724332034,-3.066154738,-3.34727754,5621,495,198,8.499272619
4292,160,468,-1.623841143,-1.938358733,-2.278966227,-2.47681944,-2.784499373,-3.040938866,5922,478,148,8.387109678
4293,207,352,-1.481176632,-1.727939957,-2.024726109,-2.247718192,-2.563819995,-2.841981674,5320,266,125,7.362601305
4294,234,469,-1.371051132,-1.906228004,-2.316785442,-2.529736666,-2.959593227,-3.192233894,1491,346,167,6.285056192
4295,236,297,-1.679967679,-1.859567329,-2.066564804,-2.235113378,-2.469939223,-2.688541735,7540,456,112,9.717068214
4296,172,365,-1.68464649,-1.936623405,-2.246772028,-2.462753845,-2.77595438,-3.047025568,8145,442,152,8.580093773
4297,214,206,-1.49753882,-1.788444968,-2.103078711,-2.334695147,-2.669743367,-2.96365238,3909,452,141,6.179971479
4298,227,580,-1.86723761,-2.154251298,-2.43703119,-2.622514913,-2.892634316,-3.121295497,5341,458,160,10.68886275
4299,181,349,-1.499776658,-1.702375908,-1.952773649,-2.139276475,-2.402515932,-2.638617426,7886,446,104,8.631052604
4300,100,473,-1.507603607,-1.98115398,-2.452362018,-2.654414652,-3.036554268,-3.337940932,7078,484,189,7.179184775
4301,162,369,-1.500987176,-1.730476241,-2.018384072,-2.220728647,-2.511702473,-2.766209115,8316,422,116,8.289706366
4302,242,267,-1.82815378,-2.036611964,-2.279845606,-2.482310024,-2.760502061,-3.015934981,7515,343,155,9.296066886
4303,100,456,-1.398933905,-1.923874722,-2.415753791,-2.61866664,-3.094448246,-3.330645726,5083,450,186,6.370196937
4304,106,509,-1.470937635,-1.859952661,-2.276332722,-2.471714056,-2.813077439,-3.086313652,8494,450,150,7.869585456
4305,176,519,-1.78922269,-2.120513567,-2.486267575,-2.700975287,-3.035305049,-3.310169083,6008,445,190,9.144706172
4306,211,507,-1.699472035,-2.001370006,-2.341533843,-2.572689233,-2.913967972,-3.203002476,5034,302,173,8.575959375
4307,241,500,-1.775079359,-1.978474664,-2.214299528,-2.404507083,-2.665996965,-2.902606296,7368,273,135,10.46218437
4308,201,456,-1.60743991,-1.790540213,-2.005447862,-2.164738026,-2.38792514,-2.588801573,8299,447,97,10.37387793
4309,196,520,-1.559220196,-1.772427541,-2.040605518,-2.241395925,-2.52148765,-2.767481785,7526,272,115,9.32268555
4310,245,507,-1.607040788,-1.838662415,-2.104308169,-2.318308053,-2.614559858,-2.880441229,5348,199,132,8.693541091
4311,246,561,-1.745830537,-1.923532409,-2.135631013,-2.314050571,-2.556316726,-2.779492499,8267,229,120,11.10644766
4312,92,535,-1.468329051,-1.957436321,-2.407501263,-2.590000534,-2.942760389,-3.219626106,7217,500,170,7.612689955
4313,156,556,-1.665585073,-2.009318642,-2.406391262,-2.626239826,-2.978678519,-3.263350315,6351,387,178,8.745273063
4314,225,274,-1.800658952,-2.121764662,-2.447842106,-2.675679821,-3.012064928,-3.30252921,4472,494,196,7.483227622
4315,250,503,-1.661099696,-1.910678149,-2.141657429,-2.303185273,-2.534138912,-2.736912746,4460,430,111,9.821979287
4316,206,509,-1.727939957,-2.074891907,-2.428375099,-2.643527305,-2.974753867,-3.248819701,4240,398,180,8.599479833
4317,150,352,-1.631990317,-1.979922052,-2.402184458,-2.649451159,-3.047025568,-3.373776786,6627,391,197,7.050060746
4318,189,573,-1.158808252,-1.742969305,-2.092729436,-2.248760006,-2.538054294,-2.769712861,1070,447,113,6.791221094
4319,91,511,-0.494558651,-1.193857471,-1.837279985,-2.333456757,-2.667292209,-2.744506738,1756,161,111,3.389106583
4320,226,489,-1.591156049,-1.790300534,-1.995394554,-2.144129407,-2.352931467,-2.539700802,6000,460,91,10.26552948
4321,216,448,-1.476350368,-1.702814962,-1.9378031,-2.102178069,-2.338212271,-2.54707997,4885,412,93,8.781989998
4322,242,452,-1.779040697,-2.041529377,-2.339352817,-2.57229628,-2.900967697,-3.191990496,5601,239,178,8.847095812
4323,237,511,-1.631530159,-1.858476361,-2.072505651,-2.222019445,-2.433947411,-2.621138829,4978,482,98,10.20143278
4324,69,308,-0.348848508,-0.901549914,-1.491565992,-1.969260663,-2.122850212,-2.38097916,4800,155,81,2.885197736
4325,198,491,-1.489257752,-1.667967855,-1.882625539,-2.042916767,-2.265385652,-2.464751144,7913,367,85,9.996345608
4326,177,511,-1.502109335,-1.882756962,-2.253509255,-2.453059206,-2.777400279,-3.041776212,3439,403,146,7.580427113
4327,47,177,-0.297840158,-1.033470824,-1.731210144,-2.295907438,-2.366270645,-2.64324609,6578,180,105,2.16146089
4328,149,542,-1.57915122,-1.906564444,-2.24497678,-2.425317858,-2.714017973,-2.950950131,5822,488,134,8.77412761
4329,141,411,-1.574263837,-1.885718562,-2.265674739,-2.491931265,-2.844901384,-3.137987321,7955,405,160,7.787248628
4330,193,568,-1.835335252,-2.107018309,-2.443457652,-2.678442856,-3.020229905,-3.310717029,7727,318,192,10.01746608
4331,221,488,-1.293824575,-1.680719114,-1.956516195,-2.110725832,-2.358097803,-2.567462513,1837,477,94,7.28112557
4332,179,591,-1.563317977,-1.817323461,-2.09817594,-2.274094823,-2.530866822,-2.746998951,6264,399,109,9.691930699
4333,211,530,-1.375631413,-1.93171143,-2.381520081,-2.595882904,-3.056119424,-3.289566565,1570,340,180,6.518965148
4334,195,567,-1.649322846,-1.919706484,-2.266638966,-2.519125493,-2.885802214,-3.200790357,6576,226,172,8.707212511
4335,115,345,-1.544680665,-1.930125386,-2.371399409,-2.603419952,-2.996732774,-3.316488654,8018,488,186,6.722866457
4336,240,500,-1.530719158,-1.70633435,-1.883611635,-2.019438289,-2.204732693,-2.373222173,6028,447,76,10.68744799
4337,212,493,-1.293095499,-1.51367329,-1.718750672,-1.856361992,-2.053851771,-2.228591413,3899,459,66,8.67704003
4338,205,570,-1.466463743,-1.89472286,-2.297000715,-2.513306124,-2.870333864,-3.15637062,2505,321,160,7.385254642
4339,242,520,-1.545149423,-2.013204464,-2.367443665,-2.560190698,-2.876705567,-3.134075223,1975,421,161,7.705676177
4340,213,358,-1.57827845,-1.777087629,-2.033474406,-2.245071187,-2.535021691,-2.798522104,7612,232,123,8.566794613
4341,134,569,-1.304530059,-1.861559809,-2.319832986,-2.503722564,-2.933321013,-3.147718631,2252,404,158,6.689522229
4342,243,457,-1.50828122,-1.793420849,-2.05799321,-2.237827846,-2.500304592,-2.72830393,3410,365,111,8.170274513
4343,165,459,-1.535862225,-1.785161285,-2.076645454,-2.265578367,-2.54338358,-2.781750564,7212,428,116,8.751095777
4344,205,394,-1.717858661,-2.03952876,-2.365737908,-2.575575617,-2.891912945,-3.160606917,4471,471,169,8.055700942
4345,245,461,-1.402017322,-1.525418507,-1.672217981,-1.798482015,-1.969762365,-2.132842318,8440,293,61,11.06805571
4346,239,469,-1.904547501,-2.203101815,-2.495927153,-2.696516965,-2.989352667,-3.241121434,5089,450,184,9.805941943
4347,49,289,-0.279317156,-0.909886284,-1.519597208,-2.011932437,-2.141912868,-2.407945609,7990,166,83,2.823922887
4348,158,219,-1.608288573,-1.902534618,-2.272152886,-2.523231764,-2.900058523,-3.221629613,7128,500,175,6.613791832
4349,207,395,-1.544540081,-1.718694898,-1.92093465,-2.073777612,-2.289668868,-2.487229345,7764,486,89,9.920892182
4350,194,570,-1.528318861,-1.723558912,-1.980936471,-2.182050291,-2.45795318,-2.702465823,8527,230,108,9.630253437
4351,222,435,-1.608288573,-1.883085596,-2.15209826,-2.332941213,-2.597896193,-2.828016869,4293,445,123,8.576769656
4352,240,500,-1.205006672,-1.307002705,-1.416547404,-1.53507283,-1.661152348,-1.781175676,7840,466,39,11.83619547
4353,219,300,-1.679055979,-1.897987027,-2.149778173,-2.346014651,-2.620588925,-2.868747262,6576,442,132,8.681434315
4354,246,294,-1.846110064,-2.076326399,-2.348629031,-2.576890368,-2.891732684,-3.17845391,6952,223,181,8.75066789
4355,207,299,-1.731549051,-1.983622401,-2.29174407,-2.52635384,-2.85928015,-3.152620029,6770,325,170,8.047275984
4356,182,293,-1.632911269,-1.886048171,-2.196334973,-2.421481248,-2.745284888,-3.028255465,7015,432,150,7.760484748
4357,144,492,-1.715076244,-2.07784282,-2.488553291,-2.707100652,-3.067013476,-3.357563345,6935,458,196,8.461930528
4358,168,466,-1.517086651,-1.940236276,-2.39590725,-2.633313855,-3.11159216,-3.364479799,3626,335,192,6.772057986
4359,227,215,-1.587774273,-1.77142757,-2.001000115,-2.197504617,-2.465457026,-2.714772747,7476,341,116,8.42497897
4360,99,496,-1.314718163,-1.897786874,-2.373222173,-2.562262969,-3.017364574,-3.243424698,3436,455,173,6.232395807
4361,214,225,-1.616764688,-1.845350137,-2.140721378,-2.383252996,-2.720375851,-3.02372031,6818,208,152,7.298961181
