H1,H2,D1,D2,D3,D4,D5,D6,E1,E2,E3,,,,,,,
171,251,0.49407,0.3535,0.24886,0.19783,0.13336,0.10944,1809,268,69,,,,,,,
87,467,0.49667,0.35898,0.24856,0.20567,0.14417,0.12289,8247,240,60,,,,,,,
108,403,0.46113,0.29057,0.17593,0.14044,0.08488,0.07318,3289,209,99,,,,,,,
216,163,0.16028,0.12416,0.09082,0.07099,0.0501,0.03677,7034,368,198,,,,,,,
103,452,0.39686,0.22759,0.14194,0.11645,0.07349,0.0638,2363,308,116,,,,,,,
183,188,0.35204,0.29339,0.22804,0.18424,0.13448,0.10845,6125,299,72,,,,,,,
123,193,0.46669,0.38392,0.29007,0.23207,0.16531,0.13315,8401,441,58,,,,,,,
155,313,0.33024,0.25009,0.18551,0.15222,0.10978,0.08768,3846,451,84,,,,,,,
134,372,0.44646,0.31898,0.22504,0.18405,0.12833,0.10767,2889,291,70,,,,,,,
94,432,0.4764,0.20829,0.10971,0.09014,0.04644,0.04349,1232,237,165,,,,,,,
55,430,0.55307,0.21849,0.11194,0.0931,0.04579,0.04413,2759,218,161,,,,,,,
207,230,0.35081,0.26896,0.20039,0.16081,0.11361,0.09244,2865,307,83,,,,,,,
154,344,0.51294,0.42939,0.35264,0.30733,0.24703,0.21156,4063,428,36,,,,,,,
239,502,0.14702,0.11299,0.08437,0.06763,0.04947,0.0376,6374,313,193,,,,,,,
106,324,0.41364,0.29158,0.18564,0.14468,0.08916,0.07452,6641,216,97,,,,,,,
48,553,0.36929,0.16496,0.09768,0.0819,0.04876,0.03898,6460,367,166,,,,,,,
85,317,0.46908,0.2141,0.10603,0.08681,0.04185,0.04016,2088,219,175,,,,,,,
103,184,0.99924,0.74673,0.52638,0.37358,0.2839,0.22737,2197,293,34,,,,,,,
204,397,0.3238,0.27634,0.22622,0.19295,0.15472,0.12618,6260,258,59,,,,,,,
167,374,0.26439,0.20841,0.15701,0.12927,0.09467,0.07618,6045,389,96,,,,,,,
63,371,0.61166,0.44562,0.33742,0.28638,0.21477,0.18206,7878,403,42,,,,,,,
83,321,0.40811,0.28374,0.19541,0.15829,0.10724,0.08951,7026,427,84,,,,,,,
156,247,0.29393,0.22642,0.16147,0.12703,0.0858,0.06608,5907,334,108,,,,,,,
65,218,0.38167,0.19453,0.1071,0.08506,0.04495,0.04045,4368,403,175,,,,,,,
194,337,0.27695,0.23289,0.18334,0.14999,0.11165,0.0888,7845,201,85,,,,,,,
70,415,0.61523,0.48162,0.38987,0.34354,0.27695,0.24076,8188,464,31,,,,,,,
155,390,0.31717,0.24846,0.17693,0.13869,0.09343,0.07582,6803,184,98,,,,,,,
198,576,0.18352,0.14909,0.11644,0.09742,0.07601,0.06124,8328,369,116,,,,,,,
79,194,0.43265,0.27012,0.16478,0.12798,0.07453,0.06304,4500,461,114,,,,,,,
182,539,0.30409,0.25787,0.21364,0.18612,0.15464,0.1311,6761,378,53,,,,,,,
193,374,0.21718,0.15149,0.10793,0.0879,0.06386,0.04877,3236,483,147,,,,,,,
122,159,0.4807,0.31443,0.1841,0.1129,0.0776,0.06627,3126,194,106,,,,,,,
237,510,0.27981,0.23985,0.20427,0.17946,0.15128,0.12933,5494,362,54,,,,,,,
211,257,0.20049,0.16279,0.12641,0.10317,0.07785,0.06027,6967,425,125,,,,,,,
141,466,0.39414,0.19898,0.10441,0.08359,0.04277,0.03955,1304,216,179,,,,,,,
127,526,0.30979,0.20859,0.12246,0.093,0.0515,0.04398,5664,184,159,,,,,,,
181,247,0.21969,0.1487,0.09661,0.07467,0.04594,0.03487,3594,363,192,,,,,,,
199,419,0.21073,0.17155,0.13275,0.10913,0.08305,0.0651,7517,312,113,,,,,,,
123,358,0.25237,0.16145,0.09549,0.07456,0.04297,0.03285,5319,319,193,,,,,,,
136,168,0.29144,0.22016,0.15021,0.11543,0.07361,0.05932,7232,413,124,,,,,,,
178,345,0.2624,0.1515,0.09396,0.07456,0.04499,0.03482,1762,377,190,,,,,,,
122,463,0.50215,0.40103,0.29274,0.23675,0.168,0.13957,7671,156,53,,,,,,,
211,433,0.18695,0.1326,0.09102,0.07125,0.04902,0.03584,4199,306,193,,,,,,,
50,207,0.55531,0.26548,0.15002,0.08967,0.06209,0.05564,1492,384,128,,,,,,,
141,541,0.28271,0.14486,0.08599,0.07074,0.04253,0.03378,1556,381,194,,,,,,,
178,505,0.33319,0.28582,0.24012,0.2108,0.17713,0.15137,6749,408,46,,,,,,,
176,270,0.28003,0.23044,0.17741,0.14403,0.10519,0.08315,7422,329,90,,,,,,,
107,461,0.29082,0.19683,0.11853,0.09229,0.05427,0.04643,8493,244,153,,,,,,,
209,174,0.30678,0.21636,0.15317,0.12041,0.08023,0.06158,2187,457,116,,,,,,,
154,387,0.30739,0.2209,0.16274,0.13589,0.09908,0.0804,3027,481,91,,,,,,,
200,446,0.15833,0.11583,0.08269,0.06656,0.04804,0.03649,5667,453,194,,,,,,,
93,336,0.35505,0.23864,0.14677,0.11525,0.06951,0.05897,8366,273,122,,,,,,,
49,456,0.42484,0.24428,0.1748,0.14687,0.10357,0.08857,4953,477,86,,,,,,,
207,522,0.3111,0.22424,0.16311,0.13454,0.0967,0.07854,2468,262,90,,,,,,,
195,578,0.21051,0.16598,0.12438,0.10137,0.07585,0.05913,6548,277,120,,,,,,,
234,421,0.22693,0.13256,0.08674,0.06935,0.04711,0.03454,1680,374,197,,,,,,,
235,493,0.35675,0.28457,0.23583,0.20731,0.1727,0.14675,2519,381,48,,,,,,,
82,382,0.30429,0.17418,0.09857,0.07924,0.04497,0.03484,6790,343,180,,,,,,,
167,454,0.34128,0.26239,0.18776,0.14979,0.10322,0.08519,4668,192,87,,,,,,,
135,307,0.23911,0.1561,0.10061,0.07969,0.0501,0.03873,4015,483,175,,,,,,,
131,527,0.33766,0.17467,0.09676,0.07859,0.04373,0.03959,1676,278,182,,,,,,,
75,322,0.6641,0.50029,0.37938,0.31811,0.23639,0.19802,5806,402,39,,,,,,,
144,550,0.21455,0.15615,0.10354,0.08129,0.05232,0.04071,7929,291,165,,,,,,,
189,546,0.34124,0.2842,0.23642,0.20739,0.17411,0.14912,4569,396,46,,,,,,,
63,500,0.51476,0.22002,0.1046,0.08756,0.04086,0.04043,3657,198,173,,,,,,,
45,575,0.45171,0.2065,0.12019,0.10119,0.06005,0.0545,8082,287,133,,,,,,,
184,159,0.18423,0.13875,0.09609,0.07365,0.04973,0.03545,6933,350,196,,,,,,,
200,193,0.29373,0.23584,0.18009,0.14494,0.10426,0.08158,4715,392,92,,,,,,,
92,331,0.50009,0.26038,0.15614,0.12521,0.07305,0.06366,1448,286,115,,,,,,,
100,487,0.31073,0.21226,0.1417,0.11685,0.07946,0.06394,7167,357,108,,,,,,,
46,539,0.33778,0.14576,0.0907,0.07572,0.04628,0.03695,4165,450,180,,,,,,,
97,411,0.3579,0.19964,0.13207,0.10823,0.07064,0.05588,1834,448,125,,,,,,,
216,407,0.21376,0.17014,0.13006,0.10603,0.07962,0.06175,5776,284,119,,,,,,,
183,173,0.29094,0.1761,0.11236,0.08716,0.05237,0.03972,1611,499,167,,,,,,,
137,349,0.27592,0.17763,0.11275,0.08959,0.05588,0.04336,3392,373,155,,,,,,,
67,272,0.59304,0.38294,0.24528,0.16637,0.1213,0.10183,6217,296,72,,,,,,,
236,342,0.29974,0.25601,0.2153,0.18791,0.15475,0.12892,5119,391,58,,,,,,,
224,467,0.25455,0.13232,0.08574,0.07015,0.04809,0.03573,1171,431,191,,,,,,,
104,184,0.49652,0.38521,0.2699,0.20979,0.13825,0.11123,8227,368,67,,,,,,,
51,312,0.73957,0.36305,0.20061,0.1232,0.10974,0.08372,4549,182,90,,,,,,,
90,435,0.26859,0.17511,0.1149,0.09434,0.06272,0.04999,8000,467,138,,,,,,,
108,399,0.33068,0.20583,0.118,0.09281,0.05243,0.04582,4988,246,155,,,,,,,
248,458,0.4064,0.32416,0.25782,0.21748,0.16755,0.13806,2442,175,53,,,,,,,
243,290,0.20243,0.14644,0.10374,0.08073,0.05583,0.04058,3596,235,175,,,,,,,
177,169,0.26267,0.1812,0.11448,0.08648,0.05057,0.0416,3682,220,172,,,,,,,
144,443,0.27806,0.18794,0.12916,0.10627,0.07321,0.05877,3325,411,120,,,,,,,
208,258,0.27647,0.23866,0.19516,0.1639,0.12911,0.10303,8347,266,75,,,,,,,
184,211,0.25376,0.17843,0.11499,0.08686,0.05164,0.03835,3896,200,171,,,,,,,
168,553,0.18614,0.14077,0.0994,0.07947,0.05694,0.04312,7822,336,161,,,,,,,
145,228,0.26237,0.18261,0.11084,0.0828,0.04614,0.03832,5879,188,183,,,,,,,
163,367,0.32041,0.17551,0.0979,0.0769,0.04135,0.03685,1585,250,193,,,,,,,
228,387,0.27317,0.19484,0.13313,0.10188,0.0643,0.0482,2794,156,143,,,,,,,
149,509,0.22552,0.1468,0.0928,0.07426,0.04682,0.03683,4084,359,181,,,,,,,
151,310,0.27797,0.20276,0.13963,0.11053,0.07338,0.05694,4850,353,123,,,,,,,
92,596,0.45152,0.29209,0.17862,0.14575,0.09201,0.08057,5806,196,89,,,,,,,
41,215,0.42813,0.19808,0.11075,0.08783,0.0459,0.04153,3967,457,171,,,,,,,
82,363,0.38103,0.2114,0.13829,0.11184,0.07116,0.06052,2113,455,124,,,,,,,
130,452,0.33781,0.19456,0.12573,0.10339,0.06717,0.05346,1736,374,129,,,,,,,
52,502,0.67695,0.32511,0.185,0.11989,0.08882,0.08029,4664,183,90,,,,,,,
135,185,0.73612,0.63292,0.50475,0.41586,0.31338,0.25502,6182,338,31,,,,,,,
231,288,0.42924,0.37987,0.33048,0.29513,0.25038,0.21343,4745,440,35,,,,,,,
82,231,0.59363,0.3683,0.2126,0.13303,0.0929,0.08039,4585,203,88,,,,,,,
127,150,0.79922,0.58337,0.39099,0.26465,0.19687,0.16214,2141,242,48,,,,,,,
138,538,0.47931,0.33102,0.21268,0.16891,0.10744,0.09146,2938,152,79,,,,,,,
189,152,0.1947,0.15033,0.10652,0.08189,0.05606,0.04023,7243,278,176,,,,,,,
104,566,0.30747,0.19729,0.12608,0.10443,0.06909,0.0558,5324,331,121,,,,,,,
87,282,0.54861,0.31301,0.16729,0.10024,0.06936,0.06254,3629,172,112,,,,,,,
49,583,0.4359,0.17201,0.08744,0.07372,0.03682,0.03569,5386,268,199,,,,,,,
240,560,0.24366,0.20678,0.17485,0.15283,0.1283,0.1095,5813,376,63,,,,,,,
176,474,0.38764,0.33597,0.27939,0.2424,0.1968,0.16708,7291,271,43,,,,,,,
160,265,0.31642,0.26111,0.20226,0.16578,0.12257,0.09766,7427,412,77,,,,,,,
135,322,0.52424,0.35417,0.24415,0.19724,0.13303,0.11107,1745,283,68,,,,,,,
67,257,0.35848,0.20168,0.11186,0.08875,0.0482,0.04279,8443,349,165,,,,,,,
235,164,0.51251,0.4658,0.40827,0.36439,0.30762,0.25969,6078,296,30,,,,,,,
139,433,0.49836,0.37263,0.27167,0.22581,0.16383,0.13867,3128,238,54,,,,,,,
125,330,0.23013,0.15671,0.09742,0.07568,0.04544,0.03468,7133,352,188,,,,,,,
192,480,0.41395,0.27432,0.21204,0.18442,0.14247,0.11988,1117,429,61,,,,,,,
206,188,0.23312,0.16452,0.11055,0.08473,0.05296,0.03983,3459,268,171,,,,,,,
180,245,0.28485,0.19957,0.13902,0.1101,0.0733,0.05672,2723,442,125,,,,,,,
179,216,0.276,0.21908,0.16413,0.13139,0.09306,0.07258,5503,439,102,,,,,,,
70,297,0.63342,0.43323,0.28859,0.20262,0.1507,0.12573,7092,271,59,,,,,,,
229,292,0.19289,0.1318,0.09288,0.074,0.05224,0.03889,2988,460,183,,,,,,,
217,341,0.23798,0.20142,0.16503,0.14089,0.11287,0.09186,7090,405,82,,,,,,,
99,247,0.99089,0.76696,0.54112,0.3874,0.29672,0.23961,4632,150,32,,,,,,,
66,459,0.59577,0.38561,0.26184,0.21906,0.15167,0.1303,6600,250,57,,,,,,,
227,351,0.20914,0.16246,0.12552,0.10416,0.07968,0.06281,4489,439,118,,,,,,,
191,451,0.15381,0.11443,0.08158,0.06533,0.04694,0.03549,6846,440,199,,,,,,,
51,208,0.5838,0.36915,0.23358,0.15409,0.10982,0.0918,8129,441,79,,,,,,,
129,231,0.88095,0.68738,0.52868,0.40806,0.31943,0.26189,1615,373,30,,,,,,,
94,596,0.36035,0.25105,0.17927,0.15414,0.11449,0.09612,6566,363,72,,,,,,,
102,321,0.49908,0.37311,0.2549,0.20179,0.13364,0.11034,7453,219,67,,,,,,,
136,500,0.28607,0.21504,0.1516,0.12338,0.0862,0.06916,6933,296,101,,,,,,,
52,294,0.95342,0.64192,0.44792,0.32426,0.25548,0.20913,5849,255,37,,,,,,,
71,384,0.71175,0.48911,0.34179,0.25419,0.1976,0.16708,5515,240,45,,,,,,,
214,497,0.33703,0.2373,0.16831,0.13645,0.09466,0.07962,2075,218,93,,,,,,,
145,317,0.25588,0.17563,0.10608,0.07979,0.04469,0.0374,5577,209,188,,,,,,,
212,454,0.16018,0.12753,0.098,0.08073,0.06142,0.04827,7752,413,151,,,,,,,
107,168,0.44486,0.28874,0.16148,0.09547,0.06449,0.05617,4991,160,123,,,,,,,
229,374,0.36373,0.31012,0.2627,0.23144,0.19315,0.16309,4086,389,45,,,,,,,
122,325,0.38179,0.28021,0.17941,0.13603,0.08142,0.06675,7245,152,107,,,,,,,
115,520,0.36629,0.23762,0.16138,0.13541,0.09434,0.08157,3096,336,91,,,,,,,
196,545,0.19664,0.13779,0.09719,0.0796,0.0582,0.04502,3809,408,155,,,,,,,
233,573,0.34978,0.26845,0.21469,0.18584,0.14808,0.12651,2265,302,55,,,,,,,
41,474,0.73195,0.50432,0.4088,0.36066,0.28825,0.25099,5101,412,30,,,,,,,
183,464,0.23974,0.18503,0.12979,0.09943,0.06437,0.04829,6402,166,145,,,,,,,
86,533,0.47865,0.24291,0.16421,0.13808,0.09301,0.08079,1044,345,94,,,,,,,
86,445,0.37813,0.22419,0.1162,0.09118,0.04604,0.04208,7356,192,164,,,,,,,
110,467,0.28516,0.19196,0.11513,0.0896,0.05243,0.04493,7945,246,158,,,,,,,
132,253,0.26823,0.1794,0.11109,0.08591,0.05095,0.03864,4837,345,168,,,,,,,
127,415,0.25668,0.15943,0.09485,0.07512,0.04424,0.03422,4195,333,188,,,,,,,
81,442,0.36815,0.16487,0.09585,0.07854,0.04464,0.03494,1629,367,183,,,,,,,
128,565,0.34133,0.24567,0.15517,0.1186,0.07103,0.05919,6621,160,120,,,,,,,
136,518,0.23835,0.1751,0.12239,0.10027,0.07014,0.0566,7168,376,123,,,,,,,
241,339,0.38445,0.3478,0.31107,0.28058,0.24514,0.21474,6212,499,33,,,,,,,
83,425,0.40262,0.22183,0.11264,0.09025,0.04542,0.04216,5532,205,165,,,,,,,
225,471,0.22443,0.18921,0.15229,0.12695,0.09911,0.07888,7656,203,95,,,,,,,
231,269,0.26257,0.17543,0.11976,0.09386,0.06069,0.04662,2114,288,149,,,,,,,
192,495,0.39731,0.27095,0.21469,0.18893,0.14972,0.12756,1225,484,57,,,,,,,
68,487,0.42907,0.23812,0.12874,0.1049,0.05796,0.05248,7969,223,135,,,,,,,
119,150,0.83186,0.68433,0.50744,0.36967,0.27452,0.21826,5738,236,35,,,,,,,
140,226,0.30906,0.19437,0.12345,0.09648,0.05865,0.04916,2337,461,149,,,,,,,
55,321,0.43256,0.19973,0.1039,0.08483,0.0431,0.04027,6207,277,175,,,,,,,
146,485,0.23241,0.16811,0.11894,0.09826,0.07254,0.05643,5518,436,125,,,,,,,
98,459,0.50098,0.35712,0.26607,0.22801,0.1715,0.14747,3657,351,51,,,,,,,
122,384,0.55554,0.38368,0.2846,0.23916,0.17523,0.14805,1605,353,52,,,,,,,
159,431,0.25112,0.19365,0.14274,0.11736,0.08777,0.06846,6238,379,105,,,,,,,
94,228,0.62553,0.41791,0.25114,0.15995,0.12023,0.104,4524,171,75,,,,,,,
203,209,0.20022,0.15286,0.10887,0.08425,0.0582,0.04212,5848,259,169,,,,,,,
198,375,0.40262,0.26441,0.18213,0.14716,0.09913,0.08333,1403,252,90,,,,,,,
171,205,0.20147,0.14601,0.09808,0.07544,0.0504,0.03587,5736,395,190,,,,,,,
211,271,0.27011,0.21431,0.15917,0.12514,0.08648,0.06627,5003,162,111,,,,,,,
97,529,0.49465,0.23026,0.10037,0.05067,0.03295,0.03438,2051,160,197,,,,,,,
131,401,0.23426,0.16167,0.10777,0.08676,0.05733,0.04517,5696,436,153,,,,,,,
127,367,0.50961,0.33298,0.20001,0.12837,0.0909,0.07772,2690,152,92,,,,,,,
91,328,0.35277,0.1913,0.10325,0.08266,0.0441,0.03981,3912,286,178,,,,,,,
154,424,0.21723,0.14353,0.09529,0.07703,0.05379,0.04018,3791,459,172,,,,,,,
229,506,0.15126,0.12219,0.09454,0.07698,0.05799,0.04498,8470,293,164,,,,,,,
195,392,0.19596,0.15712,0.12108,0.10015,0.07651,0.06027,7222,429,122,,,,,,,
224,215,0.3091,0.23516,0.17977,0.14669,0.10668,0.08452,2638,486,89,,,,,,,
101,279,0.37396,0.24518,0.13917,0.10633,0.05735,0.04967,7044,187,140,,,,,,,
214,547,0.31162,0.25344,0.20625,0.17863,0.14632,0.12278,3885,330,57,,,,,,,
198,285,0.18538,0.14562,0.10599,0.08261,0.05808,0.04253,7681,244,170,,,,,,,
215,514,0.26811,0.18433,0.1322,0.10916,0.07763,0.06302,2275,325,112,,,,,,,
53,267,0.55543,0.24909,0.11701,0.06468,0.04444,0.04397,6566,185,157,,,,,,,
185,174,0.30485,0.21142,0.13531,0.10234,0.06056,0.04958,3012,183,145,,,,,,,
41,559,0.60391,0.21921,0.11152,0.09408,0.04565,0.04487,4442,204,158,,,,,,,
138,235,0.26416,0.1904,0.12074,0.09113,0.05366,0.044,7212,223,162,,,,,,,
61,223,0.65154,0.43895,0.29438,0.203,0.14799,0.12176,5431,426,61,,,,,,,
129,256,0.44316,0.35029,0.25034,0.19622,0.13243,0.10694,7195,212,70,,,,,,,
184,525,0.22821,0.17184,0.11639,0.0873,0.05354,0.03917,6058,160,174,,,,,,,
79,511,0.39587,0.26124,0.18998,0.16346,0.12126,0.10084,5090,432,71,,,,,,,
50,400,0.62291,0.29347,0.14978,0.08883,0.06276,0.06316,7043,176,119,,,,,,,
98,480,0.42978,0.22444,0.14547,0.12062,0.0781,0.06779,1311,344,111,,,,,,,
155,440,0.20984,0.15873,0.11352,0.092,0.06704,0.05133,7429,404,138,,,,,,,
80,464,0.46687,0.27367,0.16407,0.13427,0.0823,0.07204,4641,239,101,,,,,,,
185,539,0.26826,0.20752,0.14922,0.11797,0.0807,0.0629,5343,189,112,,,,,,,
41,226,0.77827,0.43941,0.27356,0.17478,0.13236,0.10848,1336,378,70,,,,,,,
46,404,0.68242,0.4968,0.40006,0.34968,0.27687,0.23849,7318,484,32,,,,,,,
85,293,0.35056,0.1931,0.10494,0.08365,0.04474,0.04018,4769,303,176,,,,,,,
193,241,0.24247,0.16879,0.11016,0.08399,0.05103,0.03824,3534,235,174,,,,,,,
54,585,0.37577,0.19873,0.1321,0.1128,0.077,0.06322,6435,402,109,,,,,,,
193,309,0.19842,0.14328,0.09979,0.07865,0.05484,0.04041,4541,391,174,,,,,,,
45,515,0.37831,0.21326,0.15266,0.13027,0.0933,0.07674,7846,500,93,,,,,,,
100,385,0.41988,0.32021,0.23625,0.19717,0.14447,0.12182,7778,376,62,,,,,,,
73,393,0.32855,0.19301,0.12109,0.09863,0.06204,0.04878,6577,421,138,,,,,,,
142,444,0.53924,0.31753,0.20598,0.16877,0.10983,0.0945,1059,223,79,,,,,,,
244,342,0.28258,0.22181,0.16898,0.13605,0.09771,0.07668,3567,170,97,,,,,,,
117,260,0.61151,0.50535,0.38625,0.31477,0.23,0.18806,7495,273,41,,,,,,,
165,335,0.21296,0.14937,0.09999,0.0787,0.0538,0.03926,4747,395,175,,,,,,,
172,313,0.34042,0.27352,0.20656,0.16747,0.12091,0.09908,5331,269,77,,,,,,,
139,533,0.30481,0.20789,0.1216,0.08998,0.04758,0.03994,5232,157,173,,,,,,,
228,558,0.19553,0.14938,0.10708,0.08198,0.05596,0.0398,5294,164,182,,,,,,,
111,485,0.24261,0.16274,0.10446,0.08465,0.05492,0.04357,7384,391,155,,,,,,,
247,395,0.19821,0.17128,0.14603,0.12841,0.10725,0.09049,8125,499,81,,,,,,,
243,177,0.31436,0.23006,0.1723,0.1386,0.09802,0.07667,2092,458,97,,,,,,,
128,422,0.30794,0.20706,0.13959,0.11407,0.07701,0.06135,3695,377,114,,,,,,,
183,263,0.32325,0.23862,0.16097,0.12255,0.07647,0.06152,3758,151,119,,,,,,,
177,290,0.24177,0.17019,0.10919,0.0826,0.04908,0.03654,4379,211,179,,,,,,,
82,205,0.30471,0.18067,0.10342,0.08085,0.04468,0.03891,6463,468,182,,,,,,,
52,241,0.40437,0.19931,0.11473,0.09088,0.04952,0.0439,4016,447,163,,,,,,,
160,287,0.29726,0.20319,0.13399,0.10512,0.0667,0.0554,3110,327,133,,,,,,,
196,374,0.41189,0.26819,0.2049,0.17415,0.13029,0.10687,1027,495,70,,,,,,,
67,200,0.4668,0.23657,0.13704,0.10682,0.05764,0.0507,1178,492,141,,,,,,,
198,588,0.22524,0.15844,0.11805,0.10068,0.07832,0.06366,2963,475,110,,,,,,,
241,354,0.34357,0.3059,0.2646,0.23388,0.19644,0.16591,6741,235,45,,,,,,,
51,189,0.6453,0.37258,0.22577,0.14229,0.09917,0.08445,2318,453,85,,,,,,,
106,253,0.36187,0.19129,0.10576,0.08393,0.04498,0.04025,2153,324,177,,,,,,,
81,227,0.54535,0.28496,0.16356,0.10083,0.07068,0.06229,1647,299,115,,,,,,,
117,305,0.26682,0.15295,0.09249,0.07353,0.04344,0.03347,2780,473,195,,,,,,,
243,538,0.28367,0.25062,0.21571,0.18913,0.15888,0.13475,7495,211,53,,,,,,,
95,271,0.34424,0.21214,0.10864,0.08285,0.0395,0.03618,7922,168,187,,,,,,,
113,576,0.21176,0.13517,0.08742,0.07272,0.05165,0.03951,6087,489,172,,,,,,,
85,381,0.38549,0.19001,0.11392,0.09227,0.05401,0.04745,1790,368,155,,,,,,,
93,430,0.36036,0.21588,0.1077,0.0826,0.0383,0.03568,7187,170,189,,,,,,,
59,541,0.44709,0.25466,0.17892,0.15304,0.10901,0.09488,4307,383,79,,,,,,,
184,226,0.2714,0.20436,0.1489,0.1187,0.08217,0.06391,3846,478,114,,,,,,,
169,159,0.20987,0.15423,0.10116,0.07596,0.04557,0.03358,6779,211,197,,,,,,,
104,444,0.26567,0.1667,0.09764,0.07759,0.04539,0.03519,6736,321,181,,,,,,,
93,457,0.34955,0.21376,0.10955,0.08389,0.04027,0.03687,7836,177,184,,,,,,,
53,184,0.49878,0.20747,0.09346,0.0788,0.03422,0.03516,6191,201,196,,,,,,,
71,493,0.5686,0.30195,0.19516,0.16271,0.10598,0.09228,2162,260,81,,,,,,,
153,509,0.25188,0.19369,0.13492,0.10549,0.06991,0.05399,8053,215,128,,,,,,,
54,567,0.578,0.35104,0.24963,0.21587,0.15809,0.1386,6641,289,53,,,,,,,
209,400,0.18702,0.14078,0.09817,0.07482,0.05028,0.03556,5845,197,197,,,,,,,
41,483,0.45475,0.2097,0.12913,0.10713,0.06522,0.05785,7159,329,127,,,,,,,
121,390,0.30774,0.2135,0.12899,0.09794,0.05578,0.04694,7107,192,150,,,,,,,
193,296,0.1782,0.12835,0.08965,0.0708,0.04951,0.03655,4919,468,193,,,,,,,
242,232,0.17884,0.13445,0.10078,0.08109,0.05943,0.04512,4381,485,164,,,,,,,
139,254,0.53832,0.42755,0.3318,0.27562,0.20589,0.17014,3038,486,46,,,,,,,
120,373,0.32141,0.23296,0.16261,0.13224,0.09123,0.07245,5736,384,98,,,,,,,
116,321,0.29258,0.19418,0.1247,0.09899,0.06237,0.04831,4808,398,140,,,,,,,
211,370,0.4755,0.35189,0.27682,0.23726,0.18326,0.15614,1428,351,49,,,,,,,
174,162,0.32567,0.24182,0.17053,0.13293,0.0879,0.07087,3323,464,106,,,,,,,
216,559,0.36544,0.29126,0.22375,0.18415,0.13653,0.11397,3395,155,65,,,,,,,
79,274,0.34581,0.19792,0.10749,0.08514,0.0454,0.04062,7006,300,173,,,,,,,
155,201,0.24369,0.18962,0.13571,0.10613,0.07136,0.05458,7660,449,131,,,,,,,
94,223,0.88647,0.69456,0.50918,0.37675,0.29279,0.23208,4726,288,33,,,,,,,
75,239,0.3514,0.18065,0.10409,0.08228,0.04522,0.03987,2725,469,180,,,,,,,
65,222,0.57863,0.38063,0.24039,0.15954,0.11414,0.09539,7631,341,76,,,,,,,
197,277,0.23708,0.19002,0.14005,0.10889,0.07401,0.05602,6976,152,131,,,,,,,
172,244,0.28498,0.2212,0.16064,0.1271,0.08734,0.06757,5275,335,107,,,,,,,
139,576,0.28046,0.21503,0.1546,0.12693,0.09084,0.07382,7578,284,94,,,,,,,
47,468,0.41428,0.16001,0.08926,0.07387,0.03929,0.03657,3235,332,198,,,,,,,
72,357,0.38494,0.2107,0.12886,0.10407,0.06277,0.05436,4035,377,135,,,,,,,
149,225,0.30276,0.20409,0.12526,0.09553,0.05522,0.04626,3805,240,154,,,,,,,
235,410,0.28184,0.21997,0.17446,0.14853,0.11752,0.09543,3125,370,77,,,,,,,
188,333,0.19218,0.14353,0.10034,0.0783,0.0542,0.0396,6006,313,177,,,,,,,
124,523,0.46323,0.23546,0.11904,0.09557,0.04718,0.04439,1465,177,158,,,,,,,
66,331,0.33978,0.16919,0.09145,0.07406,0.03945,0.0359,5940,351,198,,,,,,,
109,291,0.45,0.33113,0.23191,0.18601,0.1266,0.10455,5151,344,72,,,,,,,
121,599,0.36979,0.2171,0.1326,0.10962,0.06934,0.06122,2363,266,119,,,,,,,
48,489,0.3265,0.14703,0.08427,0.06996,0.03997,0.03158,8463,403,200,,,,,,,
197,169,0.24969,0.16313,0.10365,0.07931,0.04712,0.03541,2562,312,185,,,,,,,
57,514,0.81515,0.51813,0.34139,0.25012,0.216,0.17469,7803,163,43,,,,,,,
197,425,0.21713,0.16198,0.12187,0.10182,0.0777,0.06157,4048,492,118,,,,,,,
94,523,0.44105,0.34867,0.28244,0.25009,0.20509,0.17817,7623,477,39,,,,,,,
105,322,0.59311,0.38321,0.25917,0.18338,0.13839,0.1159,1817,285,65,,,,,,,
93,587,0.63866,0.50372,0.38216,0.32784,0.25358,0.22145,8481,194,32,,,,,,,
229,407,0.26496,0.19003,0.13701,0.11031,0.07662,0.06055,2642,266,118,,,,,,,
46,539,0.42308,0.17639,0.11267,0.09344,0.05746,0.04563,1381,394,148,,,,,,,
213,426,0.24812,0.13196,0.0859,0.07002,0.04798,0.03553,1270,461,193,,,,,,,
217,178,0.24801,0.1661,0.10864,0.0831,0.05055,0.03795,2544,255,176,,,,,,,
125,395,0.49877,0.35735,0.25828,0.21494,0.15462,0.13064,2684,300,58,,,,,,,
168,300,0.45236,0.36793,0.29316,0.24888,0.19239,0.1615,3436,431,48,,,,,,,
238,433,0.25638,0.17431,0.11991,0.09438,0.06181,0.04786,2283,230,145,,,,,,,
100,262,0.47862,0.2337,0.10949,0.08898,0.04031,0.03969,2122,169,174,,,,,,,
173,180,0.53502,0.37714,0.27098,0.21436,0.14501,0.11763,1253,474,65,,,,,,,
240,277,0.16222,0.12404,0.0909,0.07104,0.05011,0.03674,5816,236,199,,,,,,,
114,349,0.40219,0.26586,0.16182,0.12666,0.07531,0.06414,4343,215,112,,,,,,,
250,319,0.24765,0.21178,0.17725,0.15315,0.12463,0.10254,6188,336,74,,,,,,,
99,528,0.51528,0.39705,0.32324,0.28752,0.23653,0.2058,4161,438,34,,,,,,,
